Time,Team,Half,Outcome,Pass Height,Action Type,X,Y,X2,Y2,match_id,Group,Team_name,Opponent,Condition,Format,start_xT,end_xT,xT_added,start_zone,end_zone,score_diff,score_state,success,positive_xt,Transition
19:40.7,Team2,2,Successful,Low,Pass,8.49,-4.0,-6.59,1.42,BB3_Team2-Team1,BB3,Team2,Team1,Bio-banding,11v11,0.01689528,0.01484598,-0.0020492999999999987,Middle,Middle,0,Drawing,1,0,Middle->Middle
19:43.9,Team2,2,Successful,Low,Pass,-7.01,1.58,-9.59,17.42,BB3_Team2-Team1,BB3,Team2,Team1,Bio-banding,11v11,0.01484598,0.01214719,-0.0026987899999999995,Middle,Middle,0,Drawing,1,0,Middle->Middle
19:46.1,Team2,2,Successful,High,Pass,-9.26,17.77,-20.76,2.68,BB3_Team2-Team1,BB3,Team2,Team1,Bio-banding,11v11,0.01214719,0.01132376,-0.00082343,Middle,Defensive,0,Drawing,1,0,Middle->Defensive
19:48.2,Team2,2,Successful,Low,Pass,-20.76,2.35,-20.01,-23.48,BB3_Team2-Team1,BB3,Team2,Team1,Bio-banding,11v11,0.01132376,0.010594899999999999,-0.0007288600000000013,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
19:54.5,Team2,2,Successful,Low,Pass,-20.01,-23.33,-37.59,-26.67,BB3_Team2-Team1,BB3,Team2,Team1,Bio-banding,11v11,0.010594899999999999,0.00779616,-0.002798739999999999,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
19:55.0,Team2,2,Unsuccessful,Low,Pass,-38.18,-26.76,-41.51,-1.59,BB3_Team2-Team1,BB3,Team2,Team1,Bio-banding,11v11,,,,Defensive,Defensive,0,Drawing,0,0,Defensive->Defensive
19:58.1,Team2,2,Unsuccessful,Low,Pass,-41.26,0.01,19.07,-20.41,BB3_Team2-Team1,BB3,Team2,Team1,Bio-banding,11v11,,,,Defensive,Attacking,0,Drawing,0,0,Defensive->Attacking
02:01.3,Team1,1,Successful,Low,Pass,-4.09,5.69,-13.37,16.67,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.01484598,0.010594899999999999,-0.004251080000000001,Middle,Defensive,0,Drawing,1,0,Middle->Defensive
02:07.4,Team1,1,Unsuccessful,Low,Pass,-13.7,16.67,-1.94,18.89,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,,,,Defensive,Middle,0,Drawing,0,0,Defensive->Middle
02:17.6,Team1,1,Successful,Low,Pass,-2.33,18.89,-13.18,21.38,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.013845399999999999,0.00977659,-0.004068809999999999,Middle,Defensive,0,Drawing,1,0,Middle->Defensive
03:27.0,Team1,1,Successful,Low,Pass,-13.24,21.38,-23.44,12.23,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.00977659,0.00977745,8.600000000000968e-07,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
03:45.5,Team1,1,Successful,Low,Pass,-23.64,12.23,-12.79,5.36,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.00977745,0.01132376,0.0015463100000000004,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
04:14.1,Team1,1,Successful,Low,Pass,-22.2,-0.39,-9.98,-3.26,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.010165490000000001,0.01262646,0.00246097,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
04:39.6,Team1,1,Successful,Low,Pass,-14.48,-16.76,1.99,-3.82,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.010594899999999999,0.01689528,0.0063003799999999995,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
04:42.7,Team1,1,Unsuccessful,Low,Pass,2.18,-4.08,0.09,9.58,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,,,,Middle,Middle,0,Drawing,0,0,Middle->Middle
04:55.7,Team1,1,Unsuccessful,Low,Pass,-14.68,-17.15,-0.11,-25.78,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,,,,Defensive,Middle,0,Drawing,0,0,Defensive->Middle
05:11.2,Team1,1,Successful,Low,Pass,-0.11,-25.78,-4.68,-18.85,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.01248344,0.013845399999999999,0.0013619599999999989,Middle,Middle,0,Drawing,1,1,Middle->Middle
05:17.0,Team1,1,Successful,Low,Pass,-4.68,-18.0,12.7,-11.79,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.013845399999999999,0.0241224,0.010277,Middle,Attacking,0,Drawing,1,1,Middle->Attacking
05:19.7,Team1,1,Successful,Low,Pass,15.78,-9.44,25.52,-23.62,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.0241224,0.03485072,0.010728320000000003,Attacking,Attacking,0,Drawing,1,1,Attacking->Attacking
05:55.3,Team1,1,Successful,Low,Pass,25.71,-23.88,28.52,-6.3,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.03485072,0.10805102,0.0732003,Attacking,Attacking,0,Drawing,1,1,Attacking->Attacking
05:57.9,Team1,1,Successful,Low,Shot,26.04,10.18,33.68,0.25,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.05491138,0.25745362,0.20254223999999998,Attacking,Attacking,0,Drawing,1,1,Attacking->Attacking
05:58.7,Team1,1,Successful,Low,Pass,-2.46,12.8,10.55,20.12,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.01429128,0.01870347,0.00441219,Middle,Middle,1,Leading,1,1,Middle->Middle
22:46.6,Team1,2,Unsuccessful,Low,Shot,28.46,-6.55,33.62,-3.68,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,,,,Attacking,Attacking,1,Leading,0,0,Attacking->Attacking
22:46.6,Opponent,2,Successful,Low,Shot,-28.21,-10.4,-33.9,-0.4,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.00977745,0.00941056,-0.0003668899999999999,Defensive,Defensive,1,Leading,1,0,Defensive->Defensive
22:49.7,Team1,2,Unsuccessful,Low,Pass,10.74,20.65,17.28,26.73,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,,,,Middle,Attacking,0,Drawing,0,0,Middle->Attacking
22:49.7,Team1,2,Successful,Low,Pass,-29.45,-13.23,-34.09,-20.16,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.0088799,0.00750072,-0.0013791799999999998,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
22:59.3,Team1,2,Successful,Low,Pass,-9.19,-10.41,-23.37,-3.48,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.01269174,0.01082722,-0.0018645199999999997,Middle,Defensive,0,Drawing,1,0,Middle->Defensive
22:59.3,Team1,2,Successful,High,Pass,-34.03,-20.23,-10.11,-25.91,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.00750072,0.01126267,0.003761950000000001,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
23:32.3,Team1,2,Successful,Low,Pass,-23.37,-3.48,-12.26,5.47,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.01082722,0.01132376,0.0004965400000000002,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
23:32.3,Team1,2,Successful,Low,Pass,-27.36,15.61,-25.4,24.5,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.00878589,0.00779616,-0.0009897299999999994,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
23:37.1,Team1,2,Successful,High,Pass,-12.46,5.21,4.21,-4.07,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.01132376,0.01689528,0.005571519999999998,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
23:37.1,Team1,2,Successful,Low,Pass,7.74,15.47,22.7,6.65,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.01870347,0.03511326,0.01640979,Middle,Attacking,0,Drawing,1,1,Middle->Attacking
23:41.4,Team1,2,Successful,Low,Pass,4.67,-4.33,6.63,7.17,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.01689528,0.01935132,0.002456040000000003,Middle,Middle,0,Drawing,1,1,Middle->Middle
23:41.4,Team1,2,Successful,Low,Pass,11.72,-24.02,28.91,-24.02,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.02122129,0.03485072,0.013629430000000001,Attacking,Attacking,0,Drawing,1,1,Attacking->Attacking
23:42.6,Team1,2,Successful,Low,Pass,-19.13,-22.39,2.12,-21.93,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,0.008448540000000001,0.014735960000000001,0.00628742,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
23:42.6,Team1,2,Unsuccessful,Low,Pass,-14.75,9.53,-24.03,0.51,U13_Team1-Team3(1),U13,Team1,Team3,Chronological-age,7v7,,,,Defensive,Defensive,0,Drawing,0,0,Defensive->Defensive
04:40.8,Team1,1,Unsuccessful,Low,Pass,-7.1,21.57,10.42,20.85,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,,,,Middle,Middle,0,Drawing,0,0,Middle->Middle
04:49.2,Team1,1,Successful,Low,Pass,-12.98,9.61,9.04,14.32,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01110462,0.01870347,0.007598849999999999,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
04:56.0,Team1,1,Successful,Low,Pass,3.1,11.31,-14.22,1.96,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01685596,0.01132376,-0.005532199999999999,Middle,Defensive,0,Drawing,1,0,Middle->Defensive
06:00.6,Team1,1,Successful,Low,Pass,-12.92,3.66,-2.2,-11.17,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01132376,0.01429128,0.0029675199999999995,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
06:07.8,Team1,1,Unsuccessful,Low,Pass,5.25,-15.23,19.57,-8.56,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,,,,Middle,Attacking,0,Drawing,0,0,Middle->Attacking
06:16.0,Team1,1,Successful,Low,Pass,0.61,1.7,22.31,7.65,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01689528,0.02855202,0.011656740000000002,Middle,Attacking,0,Drawing,1,1,Middle->Attacking
06:18.5,Team1,1,Successful,Low,Pass,14.8,0.4,13.16,14.84,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.02385149,0.024015210000000002,0.0001637200000000026,Attacking,Attacking,0,Drawing,1,1,Attacking->Attacking
06:21.7,Team1,1,Successful,Low,Pass,13.16,14.45,19.18,20.85,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.024015210000000002,0.029532720000000002,0.00551751,Attacking,Attacking,0,Drawing,1,1,Attacking->Attacking
10:37.6,Team1,1,Successful,Low,Pass,19.83,20.98,30.68,9.55,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.029532720000000002,0.06442595,0.03489323,Attacking,Attacking,0,Drawing,1,1,Attacking->Attacking
10:43.7,Team1,1,Unsuccessful,Low,Shot,31.27,8.89,33.75,0.92,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,,,,Attacking,Attacking,0,Drawing,0,0,Attacking->Attacking
10:46.5,Team1,1,Successful,Low,Pass,-24.75,10.92,-18.15,24.38,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.00977745,0.008448540000000001,-0.0013289099999999991,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
10:52.8,Team1,1,Successful,Low,Pass,-18.15,24.38,-4.75,26.87,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.008448540000000001,0.01248344,0.004034899999999999,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
11:13.5,Team1,1,Successful,Low,Pass,-4.75,26.87,-9.06,22.36,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01248344,0.01126267,-0.0012207699999999995,Middle,Middle,0,Drawing,1,0,Middle->Middle
11:16.3,Team1,1,Successful,Low,Pass,-8.67,21.9,-15.79,15.62,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01126267,0.010594899999999999,-0.0006677700000000016,Middle,Defensive,0,Drawing,1,0,Middle->Defensive
11:18.5,Team1,1,Successful,Low,Pass,-15.79,15.62,-7.56,12.55,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.010594899999999999,0.01269174,0.002096840000000001,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
20:27.3,Team1,2,Successful,Low,Pass,-7.56,13.01,-0.11,-0.85,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01269174,0.01484598,0.00215424,Middle,Middle,0,Drawing,1,1,Middle->Middle
20:31.4,Team1,2,Successful,Low,Pass,-0.11,-0.85,11.72,0.13,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01484598,0.02385149,0.00900551,Middle,Attacking,0,Drawing,1,1,Middle->Attacking
21:10.6,Team1,2,Unsuccessful,Low,Shot,26.43,-5.43,32.77,-1.32,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,,,,Attacking,Attacking,0,Drawing,0,0,Attacking->Attacking
21:30.3,Team1,2,Unsuccessful,Low,Pass,-6.51,0.96,-12.85,8.67,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,,,,Middle,Defensive,0,Drawing,0,0,Middle->Defensive
21:34.1,Team1,2,Successful,High,Pass,-12.85,8.67,-24.62,-0.02,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01110462,0.01082722,-0.00027740000000000056,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
21:37.2,Team1,2,Successful,Low,Pass,-24.62,-0.02,-14.68,-4.79,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01082722,0.01132376,0.0004965400000000002,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
21:40.3,Team1,2,Successful,Low,Pass,-14.68,-4.73,-22.52,-6.04,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01132376,0.010165490000000001,-0.0011582699999999994,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
21:41.3,Team1,2,Successful,Low,Pass,-22.52,-6.49,-22.92,-22.31,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.010165490000000001,0.008448540000000001,-0.00171695,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
21:52.2,Team1,2,Successful,Low,Pass,-22.92,-23.55,3.88,-19.57,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.008448540000000001,0.01611813,0.0076695900000000004,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
31:06.1,Opponent,2,Successful,High,Shot,-27.3,10.17,-33.5,0.37,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.00977745,0.00941056,-0.0003668899999999999,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
31:19.8,Team1,2,Successful,Low,Pass,-17.82,7.83,-14.62,23.46,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01001304,0.00977659,-0.0002364500000000009,Defensive,Defensive,-1,Trailing,1,0,Defensive->Defensive
31:23.4,Team1,2,Unsuccessful,Low,Pass,-14.62,23.46,-1.28,27.18,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,,,,Defensive,Middle,-1,Trailing,0,0,Defensive->Middle
31:26.2,Team1,2,Successful,Low,Pass,-21.74,-7.47,-5.27,-14.93,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01001304,0.013845399999999999,0.003832359999999998,Defensive,Middle,-1,Trailing,1,1,Defensive->Middle
32:09.7,Team1,2,Successful,Low,Pass,-4.03,-11.27,13.62,-24.08,U13_Team1-Team3(2),U13,Team1,Team3,Chronological-age,7v7,0.01429128,0.02122129,0.00693001,Middle,Attacking,-1,Trailing,1,1,Middle->Attacking
00:21.3,Team1,1,Successful,Low,Pass,-35.18,11.61,-42.01,0.11,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.00977745,0.01082722,0.0010497700000000002,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
00:24.7,Team1,1,Unsuccessful,Low,Pass,-41.59,0.19,-25.34,8.86,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,,,,Defensive,Defensive,0,Drawing,0,0,Defensive->Defensive
00:32.3,Team1,1,Successful,Low,Pass,-25.34,8.86,-27.01,-14.06,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01110462,0.01001304,-0.00109158,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
00:44.6,Team1,1,Successful,Low,Pass,-26.93,-13.98,-40.76,-0.31,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01001304,0.01082722,0.0008141799999999994,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
00:53.1,Team1,1,Successful,Low,Pass,-40.76,-0.31,-18.26,0.86,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01082722,0.01132376,0.0004965400000000002,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
00:55.5,Team1,1,Unsuccessful,Low,Pass,-18.68,-3.48,-5.93,-19.56,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,,,,Defensive,Middle,0,Drawing,0,0,Defensive->Middle
01:01.5,Team1,1,Unsuccessful,Low,Pass,-10.93,1.11,11.07,1.36,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,,,,Middle,Middle,0,Drawing,0,0,Middle->Middle
01:45.5,Team1,1,Successful,Low,Pass,-7.93,8.44,4.32,19.44,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01484598,0.01611813,0.0012721500000000014,Middle,Middle,0,Drawing,1,1,Middle->Middle
01:49.5,Team1,1,Successful,Low,Pass,4.32,19.44,0.07,9.27,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01611813,0.01685596,0.0007378299999999983,Middle,Middle,0,Drawing,1,1,Middle->Middle
01:49.5,Team1,1,Successful,High,Pass,-0.09,9.27,-5.84,27.44,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01429128,0.01248344,-0.0018078399999999998,Middle,Middle,0,Drawing,1,0,Middle->Middle
10:46.5,Team1,1,Successful,Low,Pass,-6.18,27.61,21.07,31.19,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01248344,0.02122129,0.00873785,Middle,Attacking,0,Drawing,1,1,Middle->Attacking
10:52.8,Team1,1,Successful,Low,Pass,16.49,9.94,26.57,-12.23,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01935132,0.02855202,0.0092007,Middle,Attacking,0,Drawing,1,1,Middle->Attacking
11:13.5,Team1,1,Successful,Low,Pass,7.82,-21.73,33.91,1.11,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01611813,0.03511326,0.01899513,Middle,Attacking,0,Drawing,1,1,Middle->Attacking
11:16.3,Team1,1,Successful,Low,Pass,33.74,1.61,33.49,21.94,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.03511326,0.029532720000000002,-0.005580539999999998,Attacking,Attacking,0,Drawing,1,0,Attacking->Attacking
11:18.5,Opponent,1,Successful,Low,Shot,-29.01,8.38,-50.34,0.13,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.010165490000000001,0.00941056,-0.0007549300000000009,Defensive,Defensive,0,Drawing,1,0,Defensive->Defensive
16:25.3,Team1,2,Successful,High,Pass,-38.84,-27.39,-16.59,-25.89,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.00779616,0.01126267,0.0034665100000000008,Defensive,Middle,-1,Trailing,1,1,Defensive->Middle
16:32.9,Team1,2,Successful,Low,Pass,-15.76,-20.39,8.57,-10.64,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01214719,0.01685596,0.004708769999999999,Middle,Middle,-1,Trailing,1,1,Middle->Middle
16:33.8,Team1,2,Unsuccessful,Low,Pass,-28.18,10.11,-34.93,29.61,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,,,,Defensive,Defensive,-1,Trailing,0,0,Defensive->Defensive
21:30.3,Team1,2,Successful,Low,Pass,-34.84,29.94,-19.43,14.44,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.008448540000000001,0.01110462,0.00265608,Defensive,Defensive,-1,Trailing,1,1,Defensive->Defensive
21:34.1,Team1,2,Successful,Low,Pass,-19.01,13.77,-40.51,-0.14,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01110462,0.01082722,-0.00027740000000000056,Defensive,Defensive,-1,Trailing,1,0,Defensive->Defensive
21:37.2,Team1,2,Successful,Low,Pass,-5.09,-28.94,31.41,-28.02,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01248344,0.02756312,0.01507968,Middle,Attacking,-1,Trailing,1,1,Middle->Attacking
25:21.1,Team1,2,Successful,Low,Pass,37.74,-33.36,47.74,-15.61,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.03485072,0.06442595,0.029575229999999994,Attacking,Attacking,-1,Trailing,1,1,Attacking->Attacking
25:27.4,Team1,2,Unsuccessful,Low,Pass,46.91,-15.17,38.32,-3.34,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,,,,Attacking,Attacking,-1,Trailing,0,0,Attacking->Attacking
25:37.0,Team1,2,Unsuccessful,Low,Shot,42.99,16.08,49.82,1.41,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,,,,Attacking,Attacking,-1,Trailing,0,0,Attacking->Attacking
25:39.1,Team1,2,Successful,Low,Pass,-8.84,1.24,-19.43,16.74,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01262646,0.01110462,-0.00152184,Middle,Defensive,-1,Trailing,1,0,Middle->Defensive
25:48.4,Team1,2,Successful,Low,Pass,-40.76,-0.18,-40.51,-21.6,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01082722,0.00878589,-0.002041330000000001,Defensive,Defensive,-1,Trailing,1,0,Defensive->Defensive
25:50.4,Team1,2,Successful,Low,Pass,-39.59,-21.43,-42.43,-1.85,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.00878589,0.01082722,0.002041330000000001,Defensive,Defensive,-1,Trailing,1,1,Defensive->Defensive
31:26.2,Team1,2,Successful,Low,Pass,-40.09,0.5,20.99,25.33,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01082722,0.024015210000000002,0.013187990000000002,Defensive,Attacking,-1,Trailing,1,1,Defensive->Attacking
32:09.7,Team1,2,Successful,Low,Pass,-29.09,-15.69,-42.59,-6.69,U14_Team1-Team2,U14,Team1,Team2,Chronological-age,11v11,0.01001304,0.01082722,0.0008141799999999994,Defensive,Defensive,-1,Trailing,1,1,Defensive->Defensive
14:32.7,Team1,1,Successful,Low,Pass,-29.26,18.36,-21.59,27.77,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.00942382,0.00977659,0.0003527700000000005,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
14:36.0,Team1,1,Successful,Low,Pass,-20.34,27.94,-41.09,9.69,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.00977659,0.00977745,8.600000000000968e-07,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
14:41.4,Team1,1,Unsuccessful,Low,Pass,-41.51,8.27,-33.51,-2.06,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,,,,Defensive,Defensive,0,Drawing,0,0,Defensive->Defensive
14:44.0,Team1,1,Unsuccessful,Low,Pass,-28.34,-12.23,-23.68,3.61,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,,,,Defensive,Defensive,0,Drawing,0,0,Defensive->Defensive
14:46.0,Team1,1,Successful,Low,Pass,-21.51,14.69,6.49,18.02,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.01110462,0.01611813,0.0050135100000000005,Defensive,Middle,0,Drawing,1,1,Defensive->Middle
14:47.9,Team1,1,Successful,Low,Pass,-12.93,9.77,-8.18,-8.06,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.01269174,0.01484598,0.00215424,Middle,Middle,0,Drawing,1,1,Middle->Middle
14:48.8,Team1,1,Successful,Low,Pass,-5.76,-23.14,-7.34,17.36,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.013845399999999999,0.013845399999999999,0.0,Middle,Middle,0,Drawing,1,0,Middle->Middle
14:52.2,Team1,1,Successful,Low,Pass,-6.43,18.52,7.41,4.27,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.013845399999999999,0.01689528,0.0030498799999999996,Middle,Middle,0,Drawing,1,1,Middle->Middle
15:01.4,Team1,1,Successful,Low,Pass,6.57,4.36,30.16,19.77,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.01689528,0.029532720000000002,0.012637440000000003,Middle,Attacking,0,Drawing,1,1,Middle->Attacking
15:04.2,Team1,1,Successful,Low,Pass,13.49,27.52,35.32,27.11,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.0174506,0.03485072,0.01740012,Middle,Attacking,0,Drawing,1,1,Middle->Attacking
15:54.9,Team1,1,Successful,Low,Pass,38.07,18.02,12.57,26.36,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.04066992,0.0174506,-0.023219319999999998,Attacking,Middle,0,Drawing,1,0,Attacking->Middle
15:58.3,Team1,1,Unsuccessful,Low,Pass,9.41,27.94,48.32,28.02,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,,,,Middle,Attacking,0,Drawing,0,0,Middle->Attacking
15:59.0,Opponent,1,Successful,Low,Shot,-35.34,-22.01,-50.84,-0.93,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.00878589,0.00941056,0.0006246700000000008,Defensive,Defensive,0,Drawing,1,1,Defensive->Defensive
16:00.6,Team1,1,Successful,Low,Pass,-20.09,-22.26,22.99,-13.76,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.010594899999999999,0.0241224,0.0135275,Defensive,Attacking,-1,Trailing,1,1,Defensive->Attacking
16:01.7,Team1,1,Successful,Low,Pass,23.41,-13.51,24.66,-27.26,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.0241224,0.02122129,-0.0029011099999999984,Attacking,Attacking,-1,Trailing,1,0,Attacking->Attacking
18:34.2,Team1,2,Successful,Low,Pass,33.74,-28.93,47.99,-23.26,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.02756312,0.04647721,0.018914089999999998,Attacking,Attacking,-1,Trailing,1,1,Attacking->Attacking
18:45.3,Team1,2,Successful,Low,Pass,-40.84,-17.6,-47.51,-29.43,U15_Team2-Team3,U15,Team2,Team3,Chronological-age,11v11,0.00878589,0.0063830300000000005,-0.002402859999999999,Defensive,Defensive,-1,Trailing,1,0,Defensive->Defensive
